"ticketDate","amount"
"2019-12-15 17:18:00",5.05
"2019-12-15 17:22:00",4.21
"2019-12-15 17:25:00",13.63
"2019-12-15 17:31:00",14.34
"2019-12-15 17:39:00",13.57
"2019-12-15 17:46:00",4.27
"2019-12-15 17:55:00",8.28
"2019-12-15 18:00:00",8.22
"2019-12-15 18:01:00",38.71
"2019-12-15 18:03:00",1.12
"2019-12-15 18:05:00",39.62
"2019-12-15 18:16:00",18.82
"2019-12-15 18:25:00",18.15
"2019-12-15 18:41:00",30.93
"2019-12-15 18:44:00",23.26
"2019-12-15 18:51:00",5.6
"2019-12-15 18:52:00",2.81
"2019-12-15 18:58:00",11.78
"2019-12-15 19:01:00",2.24
"2019-12-15 19:02:00",14.13
"2019-12-15 19:05:00",9.78
"2019-12-15 19:06:00",37.36
"2019-12-15 19:08:00",27.02
"2019-12-15 19:09:00",2.23
"2019-12-15 19:12:00",9.87
"2019-12-15 19:13:00",20.65
"2019-12-15 19:28:00",22.83
"2019-12-15 19:29:00",23.86
"2019-12-15 19:32:00",18.35
"2019-12-15 19:37:00",13.42
"2019-12-15 19:39:00",17.3
"2019-12-15 19:43:00",33.06
"2019-12-15 19:45:00",6.32
"2019-12-15 19:51:00",30.64
"2019-12-15 19:54:00",5.42
"2019-12-15 19:55:00",5.23
"2019-12-15 20:01:00",5.21
"2019-12-15 20:10:00",11.77
"2019-12-15 20:12:00",18.36
"2019-12-15 20:14:00",7.25
"2019-12-15 20:15:00",5.9
"2019-12-15 20:16:00",4.09
"2019-12-15 20:17:00",17.16
"2019-12-15 20:20:00",15.95
"2019-12-15 20:21:00",32.18
"2019-12-15 20:33:00",4.56
"2019-12-15 20:40:00",0.61
"2019-12-15 20:51:00",32
"2019-12-15 20:54:00",17.79
"2019-12-15 21:02:00",0.95
"2019-12-15 21:14:00",18.59
"2019-12-15 21:26:00",29.31
"2019-12-15 21:30:00",9.09
"2019-12-15 21:32:00",23.43
"2019-12-15 21:34:00",34.22
"2019-12-15 21:36:00",9.81
"2019-12-15 21:50:00",5.5
"2019-12-15 21:54:00",6.81
"2019-12-15 21:57:00",44.68
"2019-12-15 22:05:00",7.91
"2019-12-15 22:06:00",19.77
"2019-12-15 22:15:00",21.95
"2019-12-15 22:19:00",0.36
"2019-12-15 22:20:00",14.35
"2019-12-15 22:22:00",22.29
"2019-12-15 22:23:00",17.01
"2019-12-15 22:26:00",17.55
"2019-12-15 23:05:00",17.13
"2019-12-15 23:23:00",27.97
"2019-12-15 23:39:00",4.44
