"ticketDate","amount"
"2018-01-01 12:29:00",46.65
"2018-01-01 12:30:00",24.27
"2018-01-01 12:39:00",14.82
"2018-01-01 12:42:00",39.64
"2018-01-01 12:57:00",108.05
"2018-01-01 12:58:00",83.04
"2018-01-01 13:06:00",33.4
"2018-01-01 13:07:00",34.1
"2018-01-01 13:13:00",128.45
"2018-01-01 13:14:00",17.42
"2018-01-01 13:15:00",2.22
"2018-01-01 13:19:00",85.34
"2018-01-01 13:21:00",3
"2018-01-01 13:23:00",88.95
"2018-01-01 13:29:00",96.11
"2018-01-01 13:30:00",9.08
"2018-01-01 13:33:00",24.35
"2018-01-01 13:35:00",12.21
"2018-01-01 13:40:00",106.13
"2018-01-01 13:42:00",40.41
"2018-01-01 13:43:00",50.56
"2018-01-01 13:45:00",10.31
"2018-01-01 13:47:00",49.05
"2018-01-01 13:48:00",15.93
"2018-01-01 13:49:00",19.62
"2018-01-01 13:50:00",101.73
"2018-01-01 13:53:00",30.56
"2018-01-01 13:56:00",27.68
"2018-01-01 13:57:00",37.97
"2018-01-01 13:58:00",67.67
"2018-01-01 14:08:00",22
"2018-01-01 14:10:00",129.95
"2018-01-01 14:17:00",57.51
"2018-01-01 14:25:00",62.42
"2018-01-01 14:27:00",97.52
"2018-01-01 14:32:00",80.44
"2018-01-01 14:36:00",82.29
"2018-01-01 14:42:00",76.21
"2018-01-01 14:43:00",21.13
"2018-01-01 14:46:00",10
"2018-01-01 14:49:00",72.66
"2018-01-01 14:50:00",22.96
"2018-01-01 14:52:00",40.63
"2018-01-01 14:58:00",18.17
"2018-01-01 14:60:00",24.99
"2018-01-01 15:00:00",67.08
"2018-01-01 15:08:00",85.41
"2018-01-01 15:10:00",49.91
"2018-01-01 15:12:00",4.37
"2018-01-01 15:15:00",25.33
"2018-01-01 15:17:00",19
"2018-01-01 15:22:00",51.52
"2018-01-01 15:26:00",94.41
"2018-01-01 15:27:00",18.95
"2018-01-01 15:31:00",16.9
"2018-01-01 15:33:00",3.39
"2018-01-01 15:34:00",62.24
"2018-01-01 15:38:00",73.41
"2018-01-01 15:39:00",46.66
"2018-01-01 15:42:00",32.86
"2018-01-01 15:44:00",83.14
"2018-01-01 15:45:00",63.28
"2018-01-01 15:55:00",104.71
"2018-01-01 15:56:00",54.98
"2018-01-01 15:57:00",62.01
"2018-01-01 16:01:00",85.04
"2018-01-01 16:02:00",68.14
"2018-01-01 16:08:00",21.48
"2018-01-01 16:10:00",107.92
"2018-01-01 16:12:00",32.1
"2018-01-01 16:18:00",28.77
"2018-01-01 16:22:00",0.31
"2018-01-01 16:27:00",102.72
"2018-01-01 16:28:00",16.19
"2018-01-01 16:30:00",14.03
"2018-01-01 16:31:00",79.41
"2018-01-01 16:32:00",41.4
"2018-01-01 16:40:00",2.74
"2018-01-01 16:41:00",154.64
"2018-01-01 16:44:00",140.92
"2018-01-01 16:56:00",102.55
"2018-01-01 16:59:00",7.64
"2018-01-01 17:01:00",22.97
"2018-01-01 17:11:00",4.16
"2018-01-01 17:12:00",84.19
"2018-01-01 17:13:00",16.97
"2018-01-01 17:15:00",42.44
"2018-01-01 17:18:00",123.11
"2018-01-01 17:24:00",97.62
"2018-01-01 17:29:00",37.74
"2018-01-01 17:31:00",37.87
"2018-01-01 17:33:00",85.4
"2018-01-01 17:40:00",0.88
"2018-01-01 17:44:00",31.13
"2018-01-01 17:53:00",51.72
"2018-01-01 17:58:00",3.72
"2018-01-01 18:03:00",4.95
"2018-01-01 18:14:00",39.91
"2018-01-01 18:31:00",10.98
"2018-01-01 18:32:00",24.65
"2018-01-01 18:55:00",45.56
"2018-01-01 19:08:00",25.14
"2018-01-01 19:23:00",108.76
"2018-01-01 19:24:00",109.28
"2018-01-01 19:29:00",84.09
"2018-01-01 19:39:00",3.2
"2018-01-01 19:42:00",13.36
"2018-01-01 19:43:00",112.31
"2018-01-01 19:44:00",36.25
"2018-01-01 19:51:00",91.59
"2018-01-01 20:07:00",34.33
"2018-01-01 20:12:00",42.57
"2018-01-01 20:23:00",17.93
"2018-01-01 20:24:00",10.5
"2018-01-01 20:27:00",34.78
"2018-01-01 20:34:00",126.59
"2018-01-01 20:35:00",21.67
"2018-01-01 20:43:00",2.86
"2018-01-01 20:50:00",36.12
"2018-01-01 21:03:00",33.35
"2018-01-01 21:12:00",94.8
"2018-01-01 21:18:00",13.25
"2018-01-01 21:24:00",31.3
"2018-01-01 21:31:00",107.96
"2018-01-01 21:40:00",28.74
"2018-01-01 21:48:00",39.73
"2018-01-01 21:51:00",57.33
"2018-01-01 22:01:00",73.95
"2018-01-01 22:02:00",9.69
"2018-01-01 22:21:00",76.78
"2018-01-01 22:24:00",13.94
"2018-01-01 22:32:00",28.53
"2018-01-01 22:35:00",26.46
"2018-01-01 22:41:00",1.71
"2018-01-01 22:47:00",9.47
"2018-01-01 23:02:00",39.75
"2018-01-01 23:21:00",23.52
"2018-01-01 23:40:00",120.67
"2018-01-02 06:51:00",14.27
"2018-01-02 07:52:00",24.56
"2018-01-02 08:07:00",10837.68
"2018-01-02 08:08:00",12256.2
"2018-01-02 08:16:00",9298.91
"2018-01-02 08:21:00",13080.8
"2018-01-02 08:23:00",10124.98
"2018-01-02 08:24:00",13318.31
"2018-01-02 08:25:00",10952.85
"2018-01-02 08:27:00",1044.82
"2018-01-02 08:29:00",12902.4
"2018-01-02 08:31:00",11072.72
"2018-01-02 08:33:00",4829.25
"2018-01-02 08:41:00",4300.72
"2018-01-02 08:44:00",12757.67
"2018-01-02 08:47:00",12024.22
"2018-01-02 08:57:00",10889.71
"2018-01-02 08:60:00",11808.71
"2018-01-02 09:01:00",12872.71
"2018-01-02 09:02:00",13160.36
"2018-01-02 09:04:00",11037.15
"2018-01-02 09:05:00",13330.7
"2018-01-02 09:08:00",662.93
"2018-01-02 09:09:00",12360.11
"2018-01-02 09:11:00",5283.27
"2018-01-02 09:14:00",10668.99
"2018-01-02 09:16:00",9202.12
"2018-01-02 09:20:00",10717.9
"2018-01-02 09:24:00",12883.62
"2018-01-02 09:29:00",11560.38
"2018-01-02 09:33:00",12238.89
"2018-01-02 09:35:00",833.18
"2018-01-02 09:36:00",13217.06
"2018-01-02 09:37:00",13262.6
"2018-01-02 09:40:00",5649.02
"2018-01-02 09:42:00",12918.35
"2018-01-02 09:46:00",5313.54
"2018-01-02 09:47:00",13358.04
"2018-01-02 09:50:00",10692.93
"2018-01-02 09:54:00",10692.71
"2018-01-02 09:57:00",6365.43
"2018-01-02 10:04:00",5453.78
"2018-01-02 10:05:00",11532.85
"2018-01-02 10:06:00",5636.01
"2018-01-02 10:09:00",11682.8
"2018-01-02 10:11:00",13254.43
"2018-01-02 10:15:00",9390.29
"2018-01-02 10:16:00",10940.91
"2018-01-02 10:18:00",5538.4
"2018-01-02 10:19:00",13179.14
"2018-01-02 10:20:00",13364.48
"2018-01-02 10:22:00",11602.2
"2018-01-02 10:23:00",12164.42
"2018-01-02 10:24:00",10369.21
"2018-01-02 10:27:00",11847.17
"2018-01-02 10:29:00",12504.32
"2018-01-02 10:30:00",12233.56
"2018-01-02 10:31:00",13394.14
"2018-01-02 10:35:00",11917.68
"2018-01-02 10:38:00",9747.32
"2018-01-02 10:40:00",13299.98
"2018-01-02 10:42:00",9815.27
"2018-01-02 10:47:00",10926.11
"2018-01-02 10:49:00",8975
"2018-01-02 10:50:00",11603.29
"2018-01-02 10:51:00",12985.95
"2018-01-02 10:56:00",8224.18
"2018-01-02 10:59:00",13290.08
"2018-01-02 11:01:00",13363.24
"2018-01-02 11:03:00",13313.46
"2018-01-02 11:04:00",11906.21
"2018-01-02 11:05:00",12935.38
"2018-01-02 11:06:00",13179.23
"2018-01-02 11:07:00",4658.35
"2018-01-02 11:08:00",9427.27
"2018-01-02 11:11:00",1394.68
"2018-01-02 11:13:00",12507.48
"2018-01-02 11:16:00",13223.15
"2018-01-02 11:17:00",10302.53
"2018-01-02 11:21:00",13359.65
"2018-01-02 11:23:00",12361.63
"2018-01-02 11:26:00",13177.64
"2018-01-02 11:27:00",13324.91
"2018-01-02 11:28:00",9547.4
"2018-01-02 11:29:00",11592.03
"2018-01-02 11:30:00",12055.52
"2018-01-02 11:31:00",12049.43
"2018-01-02 11:33:00",4095.25
"2018-01-02 11:35:00",11682.61
"2018-01-02 11:37:00",3881.56
"2018-01-02 11:40:00",11978.81
"2018-01-02 11:41:00",8269.72
"2018-01-02 11:42:00",12115.99
"2018-01-02 11:45:00",8778.39
"2018-01-02 11:46:00",11085.39
"2018-01-02 11:49:00",12981.11
"2018-01-02 11:50:00",9490.42
"2018-01-02 11:53:00",10766.78
"2018-01-02 11:54:00",10220.91
"2018-01-02 11:56:00",12256.04
"2018-01-02 11:58:00",10301.33
"2018-01-02 11:59:00",303.3
"2018-01-02 12:02:00",11786.25
"2018-01-02 12:06:00",4230.11
"2018-01-02 12:08:00",12224.65
"2018-01-02 12:12:00",5885.43
"2018-01-02 12:14:00",12824.03
"2018-01-02 12:16:00",13055.78
"2018-01-02 12:17:00",12169.88
"2018-01-02 12:18:00",12666.54
"2018-01-02 12:19:00",11756.08
"2018-01-02 12:20:00",8495.51
"2018-01-02 12:21:00",12718.07
"2018-01-02 12:23:00",541.74
"2018-01-02 12:25:00",435.33
"2018-01-02 12:26:00",13059.06
"2018-01-02 12:27:00",11706.68
"2018-01-02 12:28:00",11996.42
"2018-01-02 12:29:00",10238.2
"2018-01-02 12:30:00",8346.88
"2018-01-02 12:31:00",13172.57
"2018-01-02 12:33:00",13153.02
"2018-01-02 12:38:00",12361.38
"2018-01-02 12:39:00",12901.5
"2018-01-02 12:44:00",4518.54
"2018-01-02 12:46:00",5640.33
"2018-01-02 12:48:00",9363.55
"2018-01-02 12:49:00",8658.88
"2018-01-02 12:54:00",12615.27
"2018-01-02 12:56:00",5125.53
"2018-01-02 12:57:00",4719.21
"2018-01-02 13:01:00",12962.23
"2018-01-02 13:03:00",11012.52
"2018-01-02 13:04:00",11899.19
"2018-01-02 13:07:00",9874.76
"2018-01-02 13:09:00",13075.58
"2018-01-02 13:11:00",12483.07
"2018-01-02 13:13:00",12106.72
"2018-01-02 13:14:00",11745.44
"2018-01-02 13:15:00",9492.46
"2018-01-02 13:16:00",13343.49
"2018-01-02 13:23:00",6317.22
"2018-01-02 13:31:00",13157.86
"2018-01-02 13:32:00",13341.59
"2018-01-02 13:34:00",4997.62
"2018-01-02 13:37:00",1155.87
"2018-01-02 13:39:00",11896.81
"2018-01-02 13:41:00",13183.59
"2018-01-02 13:44:00",385.02
"2018-01-02 13:45:00",11751.59
"2018-01-02 13:48:00",13163.69
"2018-01-02 13:51:00",11647.34
"2018-01-02 13:55:00",4895.58
"2018-01-02 13:58:00",9563.12
"2018-01-02 14:00:00",11929.96
"2018-01-02 14:01:00",5762.11
"2018-01-02 14:12:00",12477.59
"2018-01-02 14:13:00",11673.04
"2018-01-02 14:15:00",10899.32
"2018-01-02 14:16:00",13116.05
"2018-01-02 14:18:00",13299.9
"2018-01-02 14:19:00",11889.63
"2018-01-02 14:20:00",12108.62
"2018-01-02 14:22:00",8429.94
"2018-01-02 14:23:00",10911.26
"2018-01-02 14:25:00",10692.34
"2018-01-02 14:27:00",13289.88
"2018-01-02 14:33:00",12555.52
"2018-01-02 14:35:00",909.5
"2018-01-02 14:36:00",11706.34
"2018-01-02 14:38:00",10626.02
"2018-01-02 14:40:00",13308.75
"2018-01-02 14:43:00",11758.93
"2018-01-02 14:44:00",13274.68
"2018-01-02 14:46:00",13182.47
"2018-01-02 14:48:00",11954.82
"2018-01-02 14:49:00",735.28
"2018-01-02 14:50:00",12094.23
"2018-01-02 14:51:00",10242.25
"2018-01-02 14:53:00",859.34
"2018-01-02 14:54:00",6116.64
"2018-01-02 14:55:00",3727.92
"2018-01-02 14:57:00",673.58
"2018-01-02 14:58:00",13281.91
"2018-01-02 14:60:00",11788.56
"2018-01-02 15:04:00",9259.46
"2018-01-02 15:05:00",4761.84
"2018-01-02 15:06:00",12022.85
"2018-01-02 15:09:00",10703.68
"2018-01-02 15:10:00",12991.17
"2018-01-02 15:14:00",12071.58
"2018-01-02 15:16:00",11632.93
"2018-01-02 15:18:00",10869.92
"2018-01-02 15:19:00",11557.66
"2018-01-02 15:21:00",11775.5
"2018-01-02 15:26:00",12911.4
"2018-01-02 15:29:00",11823.9
"2018-01-02 15:30:00",11976.08
"2018-01-02 15:33:00",6349.49
"2018-01-02 15:36:00",11027.57
"2018-01-02 15:37:00",11953.99
"2018-01-02 15:44:00",12784.18
"2018-01-02 15:46:00",10744.63
"2018-01-02 15:47:00",13350.2
"2018-01-02 15:49:00",11077.7
"2018-01-02 15:55:00",11624.39
"2018-01-02 15:56:00",1713.33
"2018-01-02 15:59:00",11588.12
"2018-01-02 16:01:00",10137.88
"2018-01-02 16:02:00",12839.03
"2018-01-02 16:07:00",12139.14
"2018-01-02 16:11:00",8693.7
"2018-01-02 16:13:00",13118.41
"2018-01-02 16:15:00",9922.39
"2018-01-02 16:19:00",10643.91
"2018-01-02 16:22:00",12792.19
"2018-01-02 16:31:00",12016.37
"2018-01-02 16:37:00",5489.88
"2018-01-02 16:38:00",12636.16
"2018-01-02 16:39:00",1135.52
"2018-01-02 16:40:00",13180.08
"2018-01-02 16:41:00",12997.45
"2018-01-02 16:45:00",10904.93
"2018-01-02 16:47:00",12886.1
"2018-01-02 16:49:00",6213.57
"2018-01-02 16:52:00",13219.24
"2018-01-02 16:53:00",13281.38
"2018-01-02 16:54:00",8747.1
"2018-01-02 16:55:00",1078.22
"2018-01-02 16:58:00",12520.29
"2018-01-02 16:59:00",10998.44
"2018-01-02 17:03:00",10868.16
"2018-01-02 17:04:00",10927.7
"2018-01-02 17:11:00",9146.67
"2018-01-02 17:13:00",11668.55
"2018-01-02 17:14:00",6019.89
"2018-01-02 17:17:00",8329.41
"2018-01-02 17:18:00",13207.69
"2018-01-02 17:20:00",5733.57
"2018-01-02 17:23:00",11578.29
"2018-01-02 17:26:00",11888.77
"2018-01-02 17:28:00",6062.94
"2018-01-02 17:32:00",5028.38
"2018-01-02 17:34:00",9022.19
"2018-01-02 17:36:00",5985.65
"2018-01-02 17:42:00",11026.3
"2018-01-02 17:44:00",12270.26
"2018-01-02 17:48:00",4208.45
"2018-01-02 17:52:00",12972.79
"2018-01-02 17:53:00",9338.65
"2018-01-02 17:56:00",581.21
"2018-01-02 17:59:00",13321.62
"2018-01-02 18:00:00",4604.26
"2018-01-02 18:01:00",13052.37
"2018-01-02 18:05:00",10674.77
"2018-01-02 18:06:00",1536.77
"2018-01-02 18:13:00",10779.16
"2018-01-02 18:15:00",5710.63
"2018-01-02 18:16:00",11913.03
"2018-01-02 18:20:00",10005.57
"2018-01-02 18:23:00",13315.62
"2018-01-02 18:27:00",12575.61
"2018-01-02 18:28:00",149.06
"2018-01-02 18:29:00",11951.57
"2018-01-02 18:30:00",12161.02
"2018-01-02 18:35:00",12075.67
"2018-01-02 18:38:00",12405.36
"2018-01-02 18:39:00",11581.68
"2018-01-02 18:40:00",13171.55
"2018-01-02 18:41:00",1269.2
"2018-01-02 18:45:00",11696.02
"2018-01-02 18:47:00",11681.07
"2018-01-02 18:51:00",12855.14
"2018-01-02 18:53:00",12875.31
"2018-01-02 18:57:00",13280.71
"2018-01-02 18:58:00",8439.74
"2018-01-02 19:01:00",12319.03
"2018-01-02 19:02:00",1332.44
"2018-01-02 19:03:00",6137.21
"2018-01-02 19:04:00",2416.84
"2018-01-02 19:05:00",12258.27
"2018-01-02 19:07:00",12428.9
"2018-01-02 19:08:00",13027.59
"2018-01-02 19:09:00",9012.31
"2018-01-02 19:14:00",5174.44
"2018-01-02 19:15:00",13342.42
"2018-01-02 19:17:00",13321.79
"2018-01-02 19:18:00",8303.23
"2018-01-02 19:21:00",12109.08
"2018-01-02 19:24:00",10968.07
"2018-01-02 19:26:00",13330.09
"2018-01-02 19:28:00",1426.28
"2018-01-02 19:29:00",9934.52
"2018-01-02 19:30:00",11776
"2018-01-02 19:37:00",12220.99
"2018-01-02 19:43:00",13316.74
"2018-01-02 19:48:00",12217.88
"2018-01-02 19:50:00",4445.38
"2018-01-02 19:51:00",3611.92
"2018-01-02 19:53:00",13159.84
"2018-01-02 19:54:00",10757.46
"2018-01-02 19:55:00",10839.73
"2018-01-02 19:56:00",13246.71
"2018-01-02 19:58:00",10200.82
"2018-01-02 19:59:00",10816.44
"2018-01-02 20:02:00",12576.08
"2018-01-02 20:04:00",9728.53
"2018-01-02 20:05:00",13097.27
"2018-01-02 20:08:00",13325.08
"2018-01-02 20:11:00",13273.92
"2018-01-02 20:18:00",12067.58
"2018-01-02 20:19:00",13323.59
"2018-01-02 20:22:00",8849.63
"2018-01-02 20:24:00",8871.88
"2018-01-02 20:26:00",4065.36
"2018-01-02 20:32:00",11598.11
"2018-01-02 20:33:00",3790.7
"2018-01-02 20:35:00",8288.43
"2018-01-02 20:37:00",5852.16
"2018-01-02 20:40:00",6329.79
"2018-01-02 20:42:00",1240.2
"2018-01-02 20:43:00",3908.3
"2018-01-02 20:44:00",10053.97
"2018-01-02 20:50:00",11865.39
"2018-01-02 20:51:00",12811.74
"2018-01-02 20:52:00",6401.12
"2018-01-02 20:56:00",5089.18
"2018-01-02 20:58:00",3643.25
"2018-01-02 20:59:00",13094.32
"2018-01-02 21:01:00",13244.1
"2018-01-02 21:02:00",9663.1
"2018-01-02 21:04:00",5950.44
"2018-01-02 21:08:00",5253.34
"2018-01-02 21:09:00",12219.22
"2018-01-02 21:11:00",104.27
"2018-01-02 21:16:00",8904.72
"2018-01-02 21:18:00",12958.57
"2018-01-02 21:19:00",13091.59
"2018-01-02 21:24:00",13218.11
"2018-01-02 21:25:00",13206.02
"2018-01-02 21:29:00",13050.75
"2018-01-02 21:31:00",10007.03
"2018-01-02 21:33:00",10334.53
"2018-01-02 21:39:00",3960.94
"2018-01-02 21:40:00",12346.01
"2018-01-02 21:43:00",11690.17
"2018-01-02 21:44:00",12673.87
"2018-01-02 21:47:00",1490.24
"2018-01-02 21:52:00",12023.57
"2018-01-02 21:53:00",8621.14
"2018-01-02 21:56:00",12113.94
"2018-01-02 22:02:00",6262.95
"2018-01-02 22:03:00",10607.21
"2018-01-02 22:05:00",12089.88
"2018-01-02 22:06:00",12804.17
"2018-01-02 22:07:00",13273.62
"2018-01-02 22:10:00",5429.72
"2018-01-02 22:12:00",10662.29
"2018-01-02 22:13:00",13239.52
"2018-01-02 22:15:00",12306.88
"2018-01-02 22:16:00",13248.92
"2018-01-02 22:18:00",11860.31
"2018-01-02 22:19:00",4396.29
"2018-01-02 22:21:00",13344.12
"2018-01-02 22:22:00",13016.08
"2018-01-02 22:24:00",12878
"2018-01-02 22:28:00",10600.97
"2018-01-02 22:29:00",27.7
"2018-01-02 22:30:00",10050.64
"2018-01-02 22:33:00",13113.95
"2018-01-02 22:36:00",11843.8
"2018-01-02 22:39:00",8575.31
"2018-01-02 22:40:00",11968.68
"2018-01-02 22:44:00",13324.55
"2018-01-02 22:45:00",9137.56
"2018-01-02 22:50:00",11509.88
"2018-01-02 22:56:00",12951.84
"2018-01-02 23:06:00",12722.62
"2018-01-02 23:28:00",10795.26
"2018-01-02 23:52:00",10847.47
"2018-01-03 04:20:00",19.61
"2018-01-03 08:01:00",12181.13
"2018-01-03 08:02:00",12298.97
"2018-01-03 08:06:00",4883.35
"2018-01-03 08:07:00",10405.36
"2018-01-03 08:16:00",502.22
"2018-01-03 08:20:00",11709.1
"2018-01-03 08:23:00",11367.44
"2018-01-03 08:28:00",12257.54
"2018-01-03 08:29:00",275.67
"2018-01-03 08:30:00",12040.31
"2018-01-03 08:32:00",5098.18
"2018-01-03 08:35:00",10780.66
"2018-01-03 08:38:00",12550.21
"2018-01-03 08:41:00",11532.43
"2018-01-03 08:46:00",11292.75
"2018-01-03 08:47:00",12108.81
"2018-01-03 08:48:00",12577.21
"2018-01-03 08:53:00",9198.66
"2018-01-03 08:55:00",4323.35
"2018-01-03 08:57:00",11711.89
"2018-01-03 08:59:00",12484.72
"2018-01-03 09:01:00",8938.82
"2018-01-03 09:07:00",4176.25
"2018-01-03 09:08:00",12537.56
"2018-01-03 09:12:00",12173.17
"2018-01-03 09:14:00",4110.02
"2018-01-03 09:15:00",11572.67
"2018-01-03 09:19:00",11048.23
"2018-01-03 09:23:00",1003.56
"2018-01-03 09:24:00",11583.65
"2018-01-03 09:28:00",8350.05
"2018-01-03 09:29:00",11584.71
"2018-01-03 09:31:00",12206.23
"2018-01-03 09:33:00",10989.33
"2018-01-03 09:36:00",12766.74
"2018-01-03 09:37:00",143.04
"2018-01-03 09:39:00",5735.37
"2018-01-03 09:41:00",12598.76
"2018-01-03 09:45:00",12440.32
"2018-01-03 09:47:00",9554.55
"2018-01-03 09:48:00",3113.42
"2018-01-03 09:49:00",11040.87
"2018-01-03 09:51:00",11525.45
"2018-01-03 09:53:00",5351.67
"2018-01-03 09:55:00",11610.63
"2018-01-03 09:60:00",9494.23
"2018-01-03 10:02:00",311.69
"2018-01-03 10:03:00",11729.96
"2018-01-03 10:04:00",11025.63
"2018-01-03 10:05:00",12601.74
"2018-01-03 10:08:00",5659.64
"2018-01-03 10:09:00",12376.98
"2018-01-03 10:17:00",12155.58
"2018-01-03 10:18:00",11579.21
"2018-01-03 10:19:00",12415.88
"2018-01-03 10:24:00",11984.8
"2018-01-03 10:27:00",453.1
"2018-01-03 10:29:00",11457.25
"2018-01-03 10:31:00",11175.68
"2018-01-03 10:32:00",379.77
"2018-01-03 10:39:00",11585.82
"2018-01-03 10:40:00",5272.28
"2018-01-03 10:44:00",12317.38
"2018-01-03 10:45:00",7545.39
"2018-01-03 10:46:00",9409.52
"2018-01-03 10:47:00",8196.91
"2018-01-03 10:50:00",11227.61
"2018-01-03 11:01:00",8107.42
"2018-01-03 11:02:00",11683.89
"2018-01-03 11:03:00",12289.91
"2018-01-03 11:04:00",12509.21
"2018-01-03 11:09:00",11382.12
"2018-01-03 11:29:00",9055.02
"2018-01-03 11:34:00",12449.49
"2018-01-03 11:36:00",8992.64
"2018-01-03 11:37:00",9603.82
"2018-01-03 11:45:00",5035.93
"2018-01-03 11:47:00",12122.84
"2018-01-03 11:49:00",8264.93
"2018-01-03 11:57:00",12693.92
"2018-01-03 12:01:00",354.29
"2018-01-03 12:03:00",9646.86
"2018-01-03 12:04:00",11593.9
"2018-01-03 12:05:00",5949.38
"2018-01-03 12:07:00",12465.25
"2018-01-03 12:08:00",1144.99
"2018-01-03 12:11:00",12555.22
"2018-01-03 12:12:00",12440.55
"2018-01-03 12:14:00",9215.61
"2018-01-03 12:15:00",4493.87
"2018-01-03 12:16:00",3142.72
"2018-01-03 12:17:00",12730.69
"2018-01-03 12:18:00",10868.36
"2018-01-03 12:20:00",4882.05
"2018-01-03 12:21:00",12467.33
"2018-01-03 12:23:00",12697.13
"2018-01-03 12:24:00",12416.4
"2018-01-03 12:25:00",9237.66
"2018-01-03 12:26:00",11301.15
"2018-01-03 12:28:00",12406.22
"2018-01-03 12:29:00",3308.1
"2018-01-03 12:30:00",11498.37
"2018-01-03 12:32:00",12071.32
"2018-01-03 12:36:00",12682.4
"2018-01-03 12:37:00",11737.06
"2018-01-03 12:41:00",610.03
"2018-01-03 12:42:00",12512.54
"2018-01-03 12:45:00",7789.53
"2018-01-03 12:47:00",9635.42
"2018-01-03 12:48:00",287.37
"2018-01-03 12:49:00",8538.96
"2018-01-03 12:50:00",12348.44
"2018-01-03 12:52:00",4960.94
"2018-01-03 12:53:00",12360.57
"2018-01-03 12:57:00",10671.52
"2018-01-03 12:58:00",11323.22
"2018-01-03 13:01:00",8097.7
"2018-01-03 13:03:00",7130.71
"2018-01-03 13:06:00",5009.88
"2018-01-03 13:08:00",11143.34
"2018-01-03 13:09:00",12625.78
"2018-01-03 13:12:00",11875.92
"2018-01-03 13:13:00",12607.47
"2018-01-03 13:14:00",8250.43
"2018-01-03 13:16:00",1230.85
"2018-01-03 13:19:00",8012.16
"2018-01-03 13:21:00",8510.04
"2018-01-03 13:26:00",9753.43
"2018-01-03 13:30:00",8051.42
"2018-01-03 13:33:00",5390.05
"2018-01-03 13:37:00",11697.8
"2018-01-03 13:38:00",12608.32
"2018-01-03 13:39:00",12325.25
"2018-01-03 13:41:00",8512.32
"2018-01-03 13:43:00",11829.58
"2018-01-03 13:44:00",11117.81
"2018-01-03 13:46:00",8202.41
"2018-01-03 13:49:00",5786.51
"2018-01-03 13:52:00",10934.85
"2018-01-03 13:57:00",8640.45
"2018-01-03 13:59:00",12019.93
"2018-01-03 13:60:00",12360.58
"2018-01-03 14:00:00",9423.82
"2018-01-03 14:01:00",7721.2
"2018-01-03 14:04:00",4069.61
"2018-01-03 14:07:00",12278.25
"2018-01-03 14:09:00",12010.97
"2018-01-03 14:11:00",3740.65
"2018-01-03 14:12:00",12462.22
"2018-01-03 14:15:00",12665.23
"2018-01-03 14:17:00",12520.2
"2018-01-03 14:18:00",6185.76
"2018-01-03 14:19:00",12450.97
"2018-01-03 14:22:00",12441.3
"2018-01-03 14:25:00",12509.99
"2018-01-03 14:26:00",12656.35
"2018-01-03 14:31:00",1357.96
"2018-01-03 14:38:00",829.61
"2018-01-03 14:39:00",11465.92
"2018-01-03 14:41:00",12599.28
"2018-01-03 14:42:00",12058.35
